,Word,POS,Lemma,Synonyms,Antonyms,Example,definition
2856,key,Adjective Satellite,cardinal,"['cardinal', 'central', 'fundamental', 'key', 'primal']",[],"['a cardinal rule', 'the central cause of the problem', 'an example that was fundamental to the argument', 'computers are fundamental to modern industrial structure']",serving as an essential component
2857,say,Noun,say,['say'],[],['let him have his say'],the chance to speak
2858,say,Verb,state,"['state', 'say', 'tell']",[],"['He said that he wanted to marry her', 'tell me what is bothering you', 'state your opinion', 'state your name']",express in words
2859,say,Verb,allege,"['allege', 'aver', 'say']",[],"['He alleged that he was the victim of a crime', 'He said it was too late to intervene in the war', 'The registrar says that I owe the school money']",report or maintain
2860,say,Verb,suppose,"['suppose', 'say']",[],"['Let us say that he did not tell the truth', ""Let's say you had a lot of money--what would you do?""]",express a supposition
2861,say,Verb,read,"['read', 'say']",[],"['The passage reads as follows', 'What does the law say?']",have or contain a certain wording or form
2862,say,Verb,order,"['order', 'tell', 'enjoin', 'say']",[],"['I said to him to go home', 'She ordered him to do the shopping', 'The mother told the child to get dressed']",give instructions to or direct somebody to do something with authority
2863,say,Verb,pronounce,"['pronounce', 'articulate', 'enounce', 'sound_out', 'enunciate', 'say']",[],"['She pronounces French words in a funny way', ""I cannot say `zip wire'"", 'Can the child sound out this complicated word?']","speak, pronounce, or utter in a certain way"
2864,say,Verb,say,['say'],[],"['What does this painting say?', 'Did his face say anything about how he felt?']",communicate or express nonverbally
2865,say,Verb,say,['say'],[],"[""She said `Hello' to everyone in the office""]",utter aloud
2866,say,Verb,say,['say'],[],"[""I say let's forget this whole business""]",state as one's opinion or judgement; declare
2867,say,Verb,say,['say'],[],"['Say grace', ""She said her `Hail Mary'""]",recite or repeat a fixed text
2868,say,Verb,say,['say'],[],['The clock says noon'],indicate
2869,ready,Noun,ready,['ready'],[],['their guns were at the ready'],poised for action
2870,ready,Verb,cook,"['cook', 'fix', 'ready', 'make', 'prepare']",[],"['Cook me dinner, please', 'can you make me an omelette?', 'fix breakfast for the guests, please']",prepare for eating by applying heat
2871,ready,Verb,fix,"['fix', 'prepare', 'set_up', 'ready', 'gear_up', 'set']",[],"['Get the children ready for school!', 'prepare for war', 'I was fixing to leave town after I paid the hotel bill']","make ready or suitable or equip in advance for a particular purpose or for some use, event, etc"
2872,ready,Adjective,ready,['ready'],['unready'],"['get ready', 'she is ready to resign', 'the bridge is ready to collapse', 'I am ready to work', 'ready for action', 'ready for use', 'the soup will be ready in a minute', 'ready to learn to read']",completely prepared or in condition for immediate action or use or progress
2873,ready,Adjective Satellite,ready,['ready'],[],"['he seems to have ample ready money', 'a ready source of cash']",(of especially money) immediately available
2874,ready,Adjective Satellite,ready,['ready'],[],['he was ready to believe her'],mentally disposed
2875,ready,Adjective Satellite,ready,['ready'],[],['dinner is ready'],made suitable and available for immediate use
2876,ready,Adjective Satellite,quick,"['quick', 'ready']",[],"['a quick mind', 'a ready wit']",apprehending and responding with speed and sensitivity
2877,bike,Noun,motorcycle,"['motorcycle', 'bike']",[],[],a motor vehicle with two wheels and a strong frame
2878,bike,Noun,bicycle,"['bicycle', 'bike', 'wheel', 'cycle']",[],[],a wheeled vehicle that has two wheels and is moved by foot pedals
2879,bike,Verb,bicycle,"['bicycle', 'cycle', 'bike', 'pedal', 'wheel']",[],[],ride a bicycle
2880,fly,Noun,fly,['fly'],[],[],two-winged insects characterized by active flight
2881,fly,Noun,tent-fly,"['tent-fly', 'rainfly', 'fly_sheet', 'fly', 'tent_flap']",[],[],flap consisting of a piece of canvas that can be drawn back to provide entrance to a tent
2882,fly,Noun,fly,"['fly', 'fly_front']",[],[],an opening in a garment that is closed by a zipper or by buttons concealed under a fold of cloth
2883,fly,Noun,fly,"['fly', 'fly_ball']",[],[],(baseball) a hit that flies up in the air
2884,fly,Noun,fly,['fly'],[],[],fisherman's lure consisting of a fishhook decorated to look like an insect
2885,fly,Verb,fly,"['fly', 'wing']",[],['Man cannot fly'],travel through the air; be airborne
2886,fly,Verb,fly,['fly'],[],['He flew about the place'],move quickly or suddenly
2887,fly,Verb,fly,"['fly', 'aviate', 'pilot']",[],['The pilot flew to Cuba'],operate an airplane
2888,fly,Verb,fly,['fly'],[],['We fly flowers from the Caribbean to North America'],transport by aeroplane
2889,fly,Verb,fly,['fly'],[],['fly a kite'],cause to fly or float
2890,fly,Verb,fly,['fly'],[],['Rumors and accusations are flying'],be dispersed or disseminated
2891,fly,Verb,fly,['fly'],[],['fly into a rage'],change quickly from one emotional state to another
2892,fly,Verb,fly,"['fly', 'fell', 'vanish']",[],"['Time flies like an arrow', 'Time fleeing beneath him']",pass away rapidly
2893,fly,Verb,fly,['fly'],[],"['she is flying to Cincinnati tonight', 'Are we driving or flying?']",travel in an airplane
2894,fly,Verb,fly,['fly'],[],"['fly a kite', 'All nations fly their flags in front of the U.N.']",display in the air or cause to float
2895,fly,Verb,flee,"['flee', 'fly', 'take_flight']",[],['He threw down his gun and fled'],run away quickly
2896,fly,Verb,fly,['fly'],[],['Lindbergh was the first to fly the Atlantic'],travel over (an area of land or sea) in an aircraft
2897,fly,Verb,fly,['fly'],[],[],hit a fly
2898,fly,Verb,vanish,"['vanish', 'fly', 'vaporize']",[],"['the money vanished in las Vegas', 'all my stock assets have vaporized']",decrease rapidly and disappear
2899,fly,Adjective Satellite,fly,['fly'],[],[],(British informal) not to be deceived or hoodwinked
2900,child,Noun,child,"['child', 'kid', 'youngster', 'minor', 'shaver', 'nipper', 'small_fry', 'tiddler', 'tike', 'tyke', 'fry', 'nestling']",[],"['she writes books for children', ""they're just kids"", ""`tiddler' is a British term for youngster""]",a young person of either sex
2901,child,Noun,child,"['child', 'kid']",['parent'],"['they had three children', 'they were able to send their kids to college']",a human offspring (son or daughter) of any age
2902,child,Noun,child,"['child', 'baby']",[],"['he remained a child in practical matters as long as he lived', 'stop being a baby!']",an immature childish person
2903,child,Noun,child,['child'],[],['the children of Israel'],a member of a clan or tribe
2904,drive,Noun,drive,"['drive', 'thrust', 'driving_force']",[],['after reaching the desired velocity the drive is cut off'],the act of applying force to propel something
2905,drive,Noun,drive,['drive'],[],['a variable speed drive permitted operation through a range of speeds'],a mechanism by which force or power is transmitted in a machine
2906,drive,Noun,campaign,"['campaign', 'cause', 'crusade', 'drive', 'movement', 'effort']",[],"['he supported populist campaigns', 'they worked in the cause of world peace', 'the team was ready for a drive toward the pennant', 'the movement to end slavery', 'contributed to the war effort']",a series of actions advancing a principle or tending toward a particular end
2907,drive,Noun,driveway,"['driveway', 'drive', 'private_road']",[],['they parked in the driveway'],a road leading up to a private house
2908,drive,Noun,drive,['drive'],[],['his drive and energy exhausted his co-workers'],the trait of being highly motivated
2909,drive,Noun,drive,"['drive', 'driving']",[],['he sliced his drive out of bounds'],hitting a golf ball off of a tee with a driver
2910,drive,Noun,drive,['drive'],[],[],the act of driving a herd of animals overland
2911,drive,Noun,drive,"['drive', 'ride']",[],['he took the family for a drive in his new car'],a journey in a vehicle (usually an automobile)
2912,drive,Noun,drive,['drive'],[],[],a physiological state corresponding to a strong need or desire
2913,drive,Noun,drive,['drive'],[],[],(computer science) a device that writes data onto or reads data from a storage medium
2914,drive,Noun,drive,"['drive', 'parkway']",[],['the riverside drive offers many exciting scenic views'],a wide scenic road planted with trees
2915,drive,Noun,drive,['drive'],[],[],(sports) a hard straight return (as in tennis or squash)
2916,drive,Verb,drive,['drive'],[],"['drive a car or bus', 'Can you drive this four-wheel truck?']",operate or control a vehicle
2917,drive,Verb,drive,"['drive', 'motor']",[],"['We drove to the university every morning', 'They motored to London for the theater']",travel or be transported in a vehicle
2918,drive,Verb,drive,['drive'],[],"['She drove me to school every day', 'We drove the car to the garage']",cause someone or something to move by driving
2919,drive,Verb,force,"['force', 'drive', 'ram']",[],"['She rammed her mind into focus', 'He drives me mad']","force into or from an action or state, either physically or metaphorically"
2920,drive,Verb,drive,['drive'],[],['She is driven by her passion'],"to compel or force or urge relentlessly or exert coercive pressure on, or motivate strongly"
2921,drive,Verb,repel,"['repel', 'drive', 'repulse', 'force_back', 'push_back', 'beat_back']",['attract'],"['repel the enemy', 'push back the urge to smoke', 'beat back the invaders']",cause to move back by force or influence
2922,drive,Verb,drive,['drive'],[],['She finally drove him to change jobs'],"compel somebody to do something, often against his own will or judgment"
2923,drive,Verb,drive,['drive'],[],['Drive a nail into the wall'],"push, propel, or press with force"
2924,drive,Verb,drive,['drive'],[],['drive the ball far out into the field'],cause to move rapidly by striking or throwing with force
2925,drive,Verb,tug,"['tug', 'labor', 'labour', 'push', 'drive']",[],"['She tugged for years to make a decent living', 'We have to push a little to make the deadline!', 'She is driving away at her doctoral thesis']",strive and make an effort to reach a goal
2926,drive,Verb,drive,"['drive', 'get', 'aim']",[],['What are you driving at?'],move into a desired direction of discourse
2927,drive,Verb,drive,"['drive', 'ride']",[],"['This car rides smoothly', 'My new truck drives well']",have certain properties when driven
2928,drive,Verb,drive,['drive'],[],"['He drives a bread truck', 'She drives for the taxi company in Newark']",work as a driver
2929,drive,Verb,drive,['drive'],[],['The car drove around the corner'],move by being propelled by a force
